Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera
5.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0
4.0,2.0,2.0,3.0,1.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,4.0,3.0,3.0
3.0,3.0,2.0,3.0,3.0,2.0,5.0,4.0,4.0,2.0,5.0,4.0,5.0,4.0,3.0,1.0,2.0
2.0,4.0,3.0,5.0,5.0,4.0,4.0,3.0,1.0,1.0,1.0,4.0,5.0,3.0,4.0,1.0,5.0
5.0,2.0,2.0,5.0,5.0,3.0,4.0,4.0,3.0,1.0,2.0,4.0,4.0,3.0,1.0,1.0,5.0
2.0,3.0,3.0,4.0,5.0,3.0,3.0,1.0,4.0,2.0,2.0,3.0,4.0,2.0,4.0,1.0,4.0
3.0,2.0,1.0,3.0,2.0,4.0,4.0,1.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,1.0,2.0
4.0,3.0,3.0,4.0,3.0,2.0,5.0,4.0,3.0,5.0,4.0,5.0,4.0,2.0,4.0,2.0,2.0
5.0,5.0,5.0,5.0,1.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,1.0
5.0,1.0,2.0,2.0,5.0,5.0,5.0,1.0,1.0,5.0,4.0,4.0,5.0,2.0,5.0,4.0,1.0
1.0,3.0,3.0,5.0,1.0,2.0,4.0,2.0,3.0,3.0,2.0,4.0,5.0,5.0,1.0,2.0,5.0
4.0,2.0,3.0,3.0,4.0,5.0,5.0,2.0,5.0,4.0,2.0,2.0,2.0,4.0,3.0,5.0,2.0
2.0,2.0,2.0,3.0,3.0,3.0,5.0,4.0,3.0,2.0,2.0,5.0,5.0,4.0,3.0,1.0,2.0
2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0
4.0,1.0,3.0,2.0,5.0,4.0,3.0,1.0,2.0,3.0,1.0,2.0,4.0,4.0,3.0,2.0,3.0
2.0,1.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,1.0,3.0,2.0
5.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0
4.0,3.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,5.0,4.0,4.0,2.0,5.0,3.0,1.0,3.0
4.0,5.0,1.0,4.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,3.0
3.0,2.0,4.0,4.0,3.0,5.0,5.0,3.0,3.0,2.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0
3.0,3.0,2.0,3.0,1.0,4.0,2.0,2.0,1.0,4.0,3.0,4.0,2.0,2.0,5.0,2.0,2.0
2.0,2.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,2.0,1.0,2.0
2.0,3.0,2.0,4.0,4.0,2.0,5.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,3.0,2.0,2.0
5.0,5.0,4.0,2.96,3.0,4.0,5.0,3.0,3.0,5.0,3.0,2.0,3.14,1.0,2.84,3.0,1.0
2.0,4.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0,2.0,3.0,5.0,3.0,4.0,4.0,1.0,3.0
3.0,5.0,3.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,5.0,4.0,4.0,3.0,2.0,3.0
4.0,2.0,4.0,1.0,1.0,4.0,3.0,1.0,4.0,2.0,5.0,3.0,3.0,2.0,2.0,3.0,3.0
2.0,5.0,4.0,5.0,5.0,5.0,3.0,1.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0
3.0,2.0,3.0,2.0,2.0,4.0,5.0,3.0,3.0,1.0,2.0,3.0,5.0,1.0,5.0,1.0,1.0
1.0,2.0,4.0,4.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,5.0,3.0,1.0,4.0,3.0,1.0
4.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,1.0
4.0,4.0,3.0,2.0,1.0,4.0,5.0,4.0,4.0,2.0,4.0,1.0,3.0,4.0,5.0,1.0,1.0
1.0,1.0,1.0,3.0,3.0,3.0,5.0,4.0,2.0,1.0,1.0,3.0,4.0,2.0,4.0,1.0,2.0
3.0,3.0,2.0,3.0,5.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,1.0,1.0
4.0,2.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,5.0,4.0,3.0,2.0,2.0,5.0,3.0,2.0
2.0,1.0,2.0,2.0,3.0,4.0,2.0,1.0,1.0,5.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0
4.0,2.0,1.0,5.0,2.0,2.0,4.0,1.0,3.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0
2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0
2.0,1.0,1.0,3.0,5.0,3.0,3.0,1.0,2.0,5.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0
3.0,2.0,1.0,2.0,5.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,3.0
2.0,1.0,2.0,4.0,5.0,5.0,5.0,1.0,4.0,1.0,2.0,4.0,5.0,4.0,3.0,1.0,2.0
5.0,2.0,4.0,3.0,5.0,5.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,2.0,1.0
2.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,1.0,1.0
3.0,2.0,3.0,4.0,1.0,4.0,5.0,2.0,2.0,3.0,4.0,4.0,4.0,1.0,5.0,1.0,4.0
3.0,2.0,1.0,4.0,5.0,3.0,5.0,2.0,3.0,3.0,4.0,5.0,3.0,5.0,4.0,2.0,1.0
4.0,1.0,1.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0
3.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,2.0,4.0
3.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,2.0,4.0,2.0,1.0
5.0,2.0,2.0,3.0,5.0,5.0,5.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,2.0
2.0,2.0,3.0,3.0,3.0,4.0,5.0,1.0,2.0,2.0,1.0,3.0,2.0,5.0,4.0,2.0,4.0
3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,3.0,2.0,2.0,5.0,5.0,3.0,1.0,1.0,4.0,2.0,1.0,5.0,2.0,5.0,3.0,2.0
2.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,1.0,4.0
3.0,4.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0
5.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,1.0,4.0,2.0,3.0,3.0,3.0,2.0,5.0,2.0
1.0,2.0,1.0,5.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,4.0,3.0,5.0,2.0,1.0,1.0
3.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,2.0,2.0,1.0,3.0,5.0,2.0,5.0,1.0,5.0
4.0,2.0,3.0,2.0,2.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0
3.0,4.0,2.0,5.0,4.0,2.0,5.0,2.0,1.0,3.0,3.0,5.0,3.0,5.0,2.0,3.0,4.0
5.0,2.0,2.0,2.0,4.0,5.0,4.0,2.0,2.0,4.0,3.0,2.0,4.0,3.0,5.0,3.0,2.0
3.0,3.0,1.0,3.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0
3.0,2.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,4.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0
3.0,3.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,1.0,2.0
4.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0
3.0,2.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,5.0,1.0,2.0
3.0,1.0,2.0,4.0,4.0,3.0,5.0,3.0,4.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,4.0
3.0,2.0,1.0,1.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,1.0
4.0,3.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,2.0,1.0,1.0
2.0,4.0,3.0,5.0,3.0,2.0,5.0,5.0,5.0,2.0,5.0,4.0,3.0,5.0,2.0,1.0,5.0
4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0
5.0,3.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,4.0,3.0,2.0,4.0,1.0,3.0,2.0,1.0
3.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,5.0,4.0,3.0
5.0,3.0,5.0,2.0,2.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0
2.0,1.0,3.0,3.0,1.0,4.0,5.0,3.0,1.0,2.0,2.0,3.0,5.0,1.0,2.0,2.0,2.0
3.0,5.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,5.0,5.0,2.0,3.0,5.0,4.0,3.0,3.0
4.0,2.0,2.0,2.0,1.0,4.0,3.0,1.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0
4.0,2.0,1.0,3.0,4.0,2.0,5.0,5.0,3.0,2.0,3.0,2.0,2.0,4.0,5.0,5.0,2.0
4.0,2.0,3.0,4.0,1.0,2.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,2.0,5.0,3.0,2.0
1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0
4.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,2.77,5.0,3.0,2.0,3.0,3.0,2.0
3.0,1.0,1.0,3.0,3.0,5.0,5.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0
3.0,2.0,2.0,4.0,3.0,4.0,4.0,1.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,1.0,1.0
3.0,1.0,1.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,1.0,3.0,3.0,4.0,2.0,3.0,3.0
5.0,3.0,2.12,3.0,1.0,2.0,3.0,2.0,1.0,4.0,4.0,2.0,3.0,1.0,4.0,5.0,1.0
4.0,2.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,2.84,2.0,3.0
4.0,1.0,1.0,2.0,4.0,4.0,4.0,1.0,1.0,4.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0
3.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0
5.0,2.0,3.0,2.0,5.0,5.0,4.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,2.0,1.0
2.0,2.0,2.0,4.0,4.0,1.0,5.0,4.0,5.0,1.0,4.0,3.0,3.0,5.0,2.0,1.0,2.0
2.0,2.0,1.0,4.0,2.0,3.0,4.0,1.0,4.0,2.91,4.0,4.0,3.0,4.0,4.0,1.0,2.0
3.0,2.0,5.0,3.0,3.0,4.0,5.0,3.0,2.0,2.0,4.0,3.0,5.0,5.0,3.0,1.0,4.0
5.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,2.0,2.0,4.0,1.0,3.0,3.0,1.0,5.0,1.0
2.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,4.0,2.0,4.0,2.0
5.0,2.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,5.0,4.0,4.0,5.0,1.0,5.0,2.0,1.0
4.0,1.0,1.0,3.0,4.0,2.0,4.0,1.0,3.0,5.0,5.0,3.0,2.0,2.0,3.0,1.0,2.0
1.0,5.0,2.0,5.0,2.0,2.0,4.0,5.0,3.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,5.0
1.0,2.0,1.0,5.0,2.0,1.0,5.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,4.0
5.0,4.0,1.0,2.0,5.0,5.0,5.0,2.0,2.0,5.0,3.0,1.0,4.0,1.0,5.0,1.0,2.0
2.0,2.0,4.0,2.0,5.0,4.0,5.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,5.0,1.0,1.0
2.0,2.0,1.0,4.0,4.0,4.0,4.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0
3.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,3.0,2.0,2.0,3.0,4.0,5.0,1.0,1.0,2.0
5.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0
1.0,4.0,3.0,2.0,5.0,2.0,5.0,4.0,3.0,1.0,1.0,5.0,5.0,3.0,3.0,1.0,1.0
5.0,2.0,3.0,3.0,2.0,4.0,3.0,1.0,2.46,3.0,1.0,1.0,1.0,2.0,3.0,4.0,1.0
4.0,2.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0
4.0,1.0,1.0,3.0,2.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,3.0
5.0,5.0,2.0,5.0,5.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,3.0,3.0,5.0,2.0,5.0
2.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0
3.0,2.0,2.0,4.0,3.0,4.0,2.0,1.0,1.0,4.0,1.0,3.0,4.0,2.0,4.0,2.0,2.0
5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
1.0,1.0,1.0,3.0,3.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0
4.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0
5.0,2.0,2.0,2.0,1.0,3.0,5.0,1.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,4.0,1.0
2.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,1.0
4.0,3.0,2.0,4.0,5.0,5.0,4.0,1.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,2.0
3.0,2.0,2.0,2.0,2.0,3.0,5.0,4.0,3.0,2.0,3.0,2.0,2.0,5.0,2.0,4.0,1.0
3.0,2.0,4.0,3.0,4.0,4.0,5.0,2.0,2.0,5.0,2.0,3.0,5.0,3.0,4.0,3.0,1.0
2.0,2.0,1.0,4.0,3.0,2.0,5.0,5.0,5.0,1.0,3.0,3.0,5.0,5.0,3.0,1.0,2.0
2.0,1.0,4.0,5.0,4.0,5.0,4.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0
4.0,2.0,2.0,2.0,2.0,5.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0
4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,2.0,4.0,3.0,3.0,4.0,2.0
3.0,2.0,2.0,3.0,2.0,5.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0
3.0,2.0,1.0,4.0,4.0,5.0,3.0,1.0,1.0,5.0,4.0,3.0,4.0,2.0,3.0,1.0,2.0
3.0,3.0,4.0,2.0,1.0,2.0,5.0,4.0,5.0,2.0,4.0,3.0,2.0,5.0,3.0,1.0,1.0
4.0,2.0,3.0,3.0,2.0,4.0,4.0,1.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,3.0,1.0
4.0,2.0,1.0,4.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,2.84,3.0,2.0
3.0,2.0,3.0,3.0,3.0,2.0,5.0,2.0,2.0,5.0,1.0,5.0,5.0,1.0,2.0,4.0,1.0
3.0,2.0,3.0,3.0,5.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0
3.0,2.0,3.0,3.0,4.0,5.0,4.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0
2.0,3.0,3.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,4.0,4.0,1.0,1.0
4.0,3.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,2.0
3.0,1.0,2.0,3.0,2.0,5.0,3.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0
5.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,5.0,3.0
3.11,2.29,2.12,4.0,3.0,3.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0
2.0,2.0,1.0,5.0,3.0,2.0,5.0,5.0,5.0,1.0,3.0,3.0,5.0,5.0,2.0,1.0,3.0
1.0,3.0,2.0,5.0,3.0,2.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,2.0,1.0,3.0
1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0
3.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0
3.0,5.0,2.0,2.0,5.0,5.0,4.0,2.0,2.0,1.0,2.0,2.0,5.0,2.0,5.0,1.0,2.0
2.0,4.0,4.0,1.0,2.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0
4.0,2.0,1.0,1.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,1.0
1.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,5.0,1.0,3.0,1.0,2.0,4.0,1.0
3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.76,2.0,1.0,1.0,2.0,1.0
3.0,5.0,2.0,5.0,5.0,4.0,2.0,1.0,1.0,1.0,2.0,5.0,5.0,3.0,3.0,2.0,5.0
5.0,2.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,2.0,4.0,1.0
4.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0
3.0,2.0,4.0,5.0,3.0,5.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,5.0,3.0,1.0,3.0
2.0,1.0,3.0,2.0,1.0,2.0,5.0,5.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0
3.0,1.0,2.0,3.0,2.0,4.0,2.0,1.0,1.0,4.0,2.0,2.0,3.0,5.0,2.0,1.0,3.0
3.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0
2.0,1.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,5.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0
3.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,2.0,4.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0
3.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,3.0,5.0,2.0,2.0,1.0,1.0,4.0,3.0,2.0
5.0,3.0,3.0,2.0,1.0,3.0,5.0,2.0,1.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,3.0
4.0,2.0,4.0,3.0,2.0,5.0,2.0,1.0,2.0,4.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0
4.0,1.0,2.0,1.0,3.0,5.0,5.0,1.0,1.0,5.0,5.0,3.0,4.0,3.0,3.0,1.0,2.0
3.0,5.0,5.0,5.0,2.0,2.0,5.0,4.0,2.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0
2.0,3.0,2.0,4.0,5.0,3.0,5.0,4.0,5.0,2.0,4.0,2.76,4.0,3.0,4.0,2.0,4.0
1.0,3.0,2.0,4.0,5.0,3.0,5.0,3.0,5.0,2.0,4.0,1.0,4.0,4.0,4.0,1.0,5.0
4.0,2.0,3.0,3.0,2.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0
2.0,2.0,3.0,4.0,2.0,1.0,5.0,4.0,5.0,1.0,5.0,4.0,5.0,5.0,1.0,2.0,4.0
2.0,1.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0
3.0,1.0,3.0,4.0,1.0,5.0,5.0,4.0,4.0,1.0,2.0,5.0,5.0,5.0,1.0,3.0,1.0
5.0,2.0,2.0,3.0,3.0,5.0,3.0,1.0,1.0,3.0,4.0,3.0,3.0,1.0,5.0,2.34,3.0
5.0,3.0,2.0,1.0,1.0,3.47,2.0,4.0,2.0,3.0,2.0,1.0,2.0,3.0,1.0,5.0,1.0
3.0,3.0,2.0,4.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,1.0,2.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,5.0,5.0,3.0,5.0,2.0,5.0
2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,5.0,1.0,4.0,2.0,3.0,4.0,2.0,4.0,2.0
2.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5.0,2.0,2.0,1.0,2.0,5.0,3.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0
4.0,2.0,1.0,1.0,3.0,5.0,4.0,2.0,2.0,5.0,2.0,2.0,1.0,1.0,3.0,2.34,1.0
3.11,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0
2.0,3.0,3.0,4.0,2.0,3.0,5.0,4.0,3.0,1.0,3.0,4.0,4.0,5.0,3.0,1.0,1.0
5.0,2.29,2.0,2.0,4.0,5.0,4.0,1.0,1.0,4.0,5.0,1.0,2.0,2.0,3.0,3.0,1.0
5.0,4.0,3.0,4.0,5.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,2.0,4.0
4.0,3.0,2.0,2.0,3.0,4.0,4.0,1.0,1.0,4.0,2.0,2.0,4.0,2.0,5.0,5.0,1.0
2.0,2.0,3.0,4.0,3.0,2.0,5.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,4.0
4.0,3.0,4.0,2.0,2.0,5.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,2.0,5.0,4.0,1.0
2.0,2.0,2.0,3.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,1.0,2.0,3.0
3.0,1.0,1.0,2.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,2.0,1.0,1.0
5.0,4.0,4.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,3.0
3.0,2.0,1.0,2.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,2.0,3.0,3.0,2.0,4.0,1.0
5.0,2.0,2.0,2.0,4.0,5.0,2.0,1.0,1.0,5.0,5.0,3.0,3.0,2.0,5.0,2.0,1.0
3.0,4.0,2.0,4.0,4.0,5.0,4.0,1.0,3.0,4.0,5.0,5.0,4.0,3.0,5.0,3.0,3.0
3.0,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,5.0,1.0,2.0
1.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0
3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0
4.0,3.0,1.0,3.0,2.0,4.0,3.0,1.0,1.0,5.0,3.0,1.0,2.0,2.0,5.0,2.0,1.0
1.0,1.0,3.0,1.0,1.0,1.0,3.0,5.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0
3.0,1.0,1.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0
3.0,1.0,3.0,1.0,2.0,3.0,4.0,5.0,3.0,3.0,2.0,2.0,4.0,5.0,1.0,5.0,1.0
3.0,4.0,2.0,5.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0,4.0,3.0,1.0,2.0,2.0,5.0
3.0,5.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0
3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,5.0,5.0,3.0,4.0,3.0,4.0,5.0,2.0
2.0,4.0,1.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,1.0,5.0
4.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,1.0,4.0,3.0
2.0,1.0,3.0,1.0,3.0,2.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0
5.0,5.0,1.0,5.0,2.0,4.0,5.0,4.0,1.0,1.0,1.0,1.0,1.0,2.83,1.0,3.0,3.0
2.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,1.0,3.0
4.0,5.0,5.0,5.0,2.0,4.0,5.0,1.0,5.0,3.0,2.0,2.0,5.0,5.0,1.0,5.0,3.0
3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0
4.0,5.0,1.0,4.0,5.0,5.0,4.0,1.0,1.0,3.0,3.0,4.0,4.0,1.0,5.0,4.0,4.0
4.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0
